,superficie,time_ctrl,PRECIPITACION,time_ext,SOL,personal,RACHA,lng,lat,Año,TMAX,medios,PRES_RANGE
9103,1.1,1.05,0,1.05,5.9,0,9.7,-8.020246,42.561472,2006,34.2,2,2.29999999999995
9104,2.0,3.1,0,3.1,5.9,26,9.7,-8.677036,42.506371,2006,34.2,0,2.29999999999995
9105,4.7,1.45,0,1.45,8.3,10,9.2,-7.982795,42.592377,2006,35.0,1,1.39999999999998
9106,1.5,1.1,0,1.1,8.3,21,9.2,-8.531505,42.27861,2006,35.0,1,1.39999999999998
9107,2.0,3.1,0,3.1,8.3,25,9.2,-8.530518,42.113863,2006,35.0,3,1.39999999999998
9108,3.8,3.45,0,3.45,13.1,26,13.1,-8.276519,42.537747,2006,29.5,4,1.29999999999995
9109,1.5,1.25,0,1.25,13.1,11,13.1,-8.660813,42.171792,2006,29.5,4,1.29999999999995
9110,1.6,3.3,0,3.3,13.1,10,13.1,-8.020246,42.561472,2006,29.5,1,1.29999999999995
9111,1.0,1.25,0,1.25,13.1,30,13.1,-8.865691,42.00672,2006,29.5,5,1.29999999999995
9112,1.2,1.25,0,1.25,11.8,27,10.3,-8.69692,42.466988,2006,30.2,2,1.60000000000002
9113,1.61,1.05,0,1.05,11.8,31,10.3,-8.306705,42.147953,2006,30.2,3,1.60000000000002
9114,1.49,2.25,0,2.25,11.8,28,10.8,-8.306705,42.147953,2006,28.8,4,2.5
9115,1.4,2.3,0,2.3,11.8,23,10.8,-8.490264,42.241797,2006,28.8,2,2.5
9116,1.4,3.25,0,3.25,6.7,26,11.1,-8.656441,42.370663,2006,35.2,0,2.10000000000002
9117,2.1,1.0,0,1.0,11.1,22,8.9,-7.95244,42.727258,2006,28.5,4,1.60000000000002
9118,1.1,1.05,0,1.05,12.8,31,5.0,-8.791616,41.958657,2006,28.6,5,3.79999999999995
9119,1.5,1.18,0,1.18,12.7,19,6.7,-8.047269,42.795411,2006,25.0,4,2.39999999999998
9120,1.6,1.0,0,1.0,11.5,32,4.7,-8.530518,42.113863,2006,25.6,3,2.5
9121,5.5,1.5,0,1.5,10.0,15,5.0,-8.227441,42.146266,2006,25.9,1,1.79999999999995
9122,1.5,1.42,0,1.42,10.0,9,5.0,-8.195013,42.222111,2006,25.9,3,1.79999999999995
9123,9.0,3.17,0,3.17,10.0,30,5.0,-8.336214,42.093224,2006,25.9,5,1.79999999999995
9124,7.4,1.22,0,1.22,8.8,24,5.3,-8.130963,42.594552,2006,25.4,8,2.5
9125,1.3,1.1,0,1.1,8.5,24,6.4,-8.71033,42.11915,2006,24.8,4,2.0
9126,3.0,2.05,0,2.05,8.5,20,6.4,-8.417708,42.322273,2006,24.8,4,2.0
9127,1.2,1.3,0,1.3,10.7,17,6.7,-8.447409,42.11614,2006,23.9,4,4.5
9128,9.39,4.0,0,4.0,5.7,16,10.8,-8.624759,42.699312,2006,33.2,0,3.39999999999998
9129,1.0,1.5,0,1.5,13.1,26,13.1,-8.749407,42.47649,2006,29.5,2,1.29999999999995
9130,1.5,1.1,0,1.1,13.1,18,13.1,-8.749407,42.47649,2006,29.5,3,1.29999999999995
9131,4.19,1.3,0,1.3,7.7,11,4.7,-8.767475,43.113004,2007,13.9,0,1.60000000000002
9132,1.0,1.35,0,1.35,7.8,8,11.1,-9.202344,43.155888,2007,16.6,1,4.80000000000007
9133,1.0,1.07,0,1.07,10.1,5,11.1,-8.32793,43.3214,2007,19.0,1,3.70000000000005
9134,1.2,1.1,0,1.1,10.1,6,11.1,-8.003458,42.885108,2007,19.0,1,3.70000000000005
9135,1.5,1.3,1,1.3,6.4,13,13.9,-8.585333,42.875529,2007,14.8,1,2.80000000000007
9136,1.5,2.0,0,2.0,10.8,30,14.7,-8.382516,43.016148,2007,16.9,5,2.90000000000009
9137,1.9,1.12,0,1.12,10.4,10,13.6,-8.771242,42.922752,2007,17.0,1,2.0
9138,1.06,1.3,0,1.3,10.3,8,13.3,-8.367323,43.100946,2007,17.3,1,2.69999999999993
9139,2.0,2.0,0,2.0,8.5,4,8.9,-8.045525,43.710877,2007,18.6,1,4.0
9140,3.38,2.05,0,2.05,9.8,8,13.6,-8.382241,43.146232,2007,16.2,2,2.5
9141,5.0,2.1,0,2.1,9.8,20,13.6,-7.998733,43.205759,2007,16.2,2,2.5
9142,2.77,2.0,0,2.0,5.9,6,7.2,-8.246861,43.566777,2007,16.6,1,3.70000000000005
9143,2.19,2.0,0,2.0,5.9,21,7.2,-8.463079,43.30714,2007,16.6,3,3.70000000000005
9144,3.0,2.55,0,2.55,5.9,9,7.2,-7.994996,43.207734,2007,16.6,2,3.70000000000005
9145,1.3,1.3,0,1.3,8.8,15,11.7,-8.38433,43.270022,2007,16.1,2,1.0
9146,1.5,2.45,0,2.45,11.1,11,11.1,-8.240377,43.053519,2007,19.4,1,2.70000000000005
9147,1.0,1.1,0,1.1,11.0,4,8.6,-8.113319,43.490913,2007,18.8,1,4.0
9148,9.0,2.2,1,2.2,8.0,27,9.4,-8.28376,42.867483,2007,22.2,6,1.89999999999998
9149,1.5,1.2,1,1.2,8.0,11,9.4,-7.9532,42.947452,2007,22.2,2,1.89999999999998
9150,3.7,1.45,1,1.45,8.0,17,9.4,-8.117987,43.289646,2007,22.2,5,1.89999999999998
9151,1.6,1.01,0,1.01,4.1,9,12.8,-8.827941,43.251217,2007,21.6,3,1.0
9152,1.0,1.05,0,1.05,11.5,5,6.9,-8.331947,42.993226,2007,18.6,1,2.69999999999993
9153,4.38,1.5,0,1.5,8.4,17,7.8,-8.28284,42.895061,2007,19.0,4,3.10000000000002
9154,1.4,1.55,0,1.55,9.6,16,7.5,-8.389737,43.239498,2007,19.8,2,6.0
9155,3.31,2.07,0,2.07,8.1,1,13.9,-8.121756,43.560689,2007,17.3,2,5.20000000000005
9156,2.4,1.42,0,1.42,11.8,17,9.2,-9.101841,42.835422,2007,23.6,2,6.09999999999991
9157,1.85,1.01,0,1.01,9.6,29,12.2,-8.617174,42.846742,2007,20.6,5,1.60000000000002
9158,2.29,1.12,0,1.12,10.6,22,14.7,-8.459833,43.336731,2007,23.6,5,3.5
9159,3.0,2.44,0,2.44,10.6,25,14.7,-9.089914,42.92209,2007,23.6,3,3.5
9160,2.42,0.33,0,0.33,11.1,10,11.7,-7.994442,43.255643,2007,29.8,2,2.29999999999995
9161,2.05,1.47,0,1.47,10.6,23,8.6,-8.344697,43.203645,2007,24.2,3,1.79999999999995
9162,1.0,0.57,0,0.57,10.6,11,8.6,-8.195492,43.040669,2007,24.2,2,1.79999999999995
9163,1.5,1.43,0,1.43,10.4,26,12.2,-9.001753,42.533852,2007,26.2,4,3.70000000000005
9164,1.95,2.51,1,2.51,6.2,16,6.7,-8.26063,43.37213,2007,21.6,2,3.0
9165,1.0,1.47,1,1.47,2.9,17,10.6,-8.566178,42.923429,2007,20.6,2,6.39999999999998
9166,1.9,1.26,0,1.26,10.4,23,6.1,-8.626949,42.932648,2007,23.7,2,2.39999999999998
9167,2.0,2.25,0,2.25,8.5,11,12.8,-8.442112,43.110529,2007,18.8,1,7.39999999999998
9168,6.4,2.57,0,2.57,8.5,16,12.8,-8.32241,43.483798,2007,18.8,3,7.39999999999998
9169,1.0,1.57,0,1.57,9.6,6,12.2,-8.475382,43.288773,2007,19.8,1,3.09999999999991
9170,1.69,1.14,0,1.14,9.0,16,11.1,-9.10203,42.853955,2007,21.6,1,5.20000000000005
9171,1.2,1.48,0,1.48,10.2,18,6.7,-8.896802,42.680023,2007,22.3,3,1.5
9172,2.09,0.35,0,0.35,10.2,10,6.7,-8.127794,43.161297,2007,22.3,0,1.5
9173,1.2,2.52,0,2.52,9.5,6,5.8,-8.799315,43.114865,2007,20.4,1,2.60000000000002
9174,1.5,3.32,0,3.32,5.8,19,14.7,-8.34383,43.366947,2007,17.6,2,3.90000000000009
9175,1.7,1.5,0,1.5,0.9,9,9.7,-8.230968,42.852922,2007,17.0,1,1.89999999999998
9176,1.3,1.58,0,1.58,0.9,10,9.7,-8.423006,43.120331,2007,17.0,1,1.89999999999998
9177,1.0,1.35,0,1.35,9.1,6,10.3,-8.992774,42.783939,2007,16.3,2,1.60000000000002
9178,2.5,4.06,0,4.06,9.1,8,10.3,-8.288589,43.536466,2007,16.3,2,1.60000000000002
9179,2.0,3.1,0,3.1,3.0,9,8.9,-8.284256,43.122708,2007,15.0,1,1.30000000000007
9180,4.0,2.3,0,2.3,3.0,9,8.9,-9.000738,43.174338,2007,15.0,2,1.30000000000007
9181,2.0,2.19,0,2.19,3.0,8,8.9,-8.137329,43.1078,2007,15.0,1,1.30000000000007
9182,5.85,2.18,0,2.18,8.1,8,6.4,-9.069342,43.010346,2007,15.3,3,1.80000000000007
9183,1.6,1.0,1,1.0,5.4,6,6.9,-7.510981,43.654516,2007,13.2,1,2.69999999999993
9184,1.71,3.0,1,3.0,8.7,10,16.1,-7.382844,43.64522,2007,12.6,3,8.20000000000005
9185,1.0,1.3,0,1.3,6.0,4,11.9,-7.637926,42.863287,2007,13.2,1,2.5
9186,5.37,2.2,0,2.2,8.9,14,9.2,-7.504332,42.68627,2007,19.2,4,2.39999999999998
9187,1.5,1.4,1,1.4,5.2,8,10.0,-7.596233,42.736693,2007,20.0,1,2.80000000000007
9188,5.56,2.2,0,2.2,6.7,22,7.5,-7.63748,43.332853,2007,18.2,3,1.60000000000002
9189,1.19,0.5,0,0.5,9.3,4,9.7,-7.686096,42.863292,2007,18.7,0,1.79999999999995
9190,2.0,1.4,0,1.4,11.7,13,10.8,-7.895858,42.532883,2007,20.3,3,1.89999999999998
9191,1.2,1.05,0,1.05,7.7,5,9.7,-7.546259,43.224766,2007,17.9,2,2.30000000000007
9192,3.5,2.15,0,2.15,9.7,5,8.3,-7.804341,43.262963,2007,18.5,2,3.79999999999995
9193,2.0,0.45,0,0.45,8.4,10,8.3,-7.705443,43.489048,2007,25.8,1,3.70000000000005
9194,2.1,3.25,0,3.25,8.4,20,8.3,-7.647824,43.54617,2007,25.8,3,3.70000000000005
9195,8.0,1.5,0,1.5,4.6,19,10.0,-7.736843,43.46055,2007,25.5,2,3.0
9196,6.0,1.15,0,1.15,11.1,16,7.5,-7.142883,42.441787,2007,26.4,4,3.20000000000005
9197,1.0,0.35,0,0.35,11.1,2,7.5,-6.958518,42.934158,2007,26.4,0,3.20000000000005
9198,3.1,3.15,0,3.15,7.2,23,7.8,-7.601529,43.585168,2007,27.5,3,1.39999999999998
9199,1.5,1.4,0,1.4,7.2,15,7.8,-7.956922,42.826304,2007,27.5,2,1.39999999999998
9200,1.5,1.1,0,1.1,9.6,22,7.8,-7.496054,43.043834,2007,22.0,3,3.0
9201,4.0,2.45,0,2.45,10.3,21,11.7,-7.710778,43.479519,2007,20.7,3,2.0
9202,2.0,3.1,0,3.1,1.4,9,13.9,-7.639017,43.036799,2007,19.6,2,2.20000000000005
9203,1.4,2.3,0,2.3,1.4,19,13.9,-7.311954,43.475586,2007,19.6,4,2.20000000000005
9204,3.0,2.35,0,2.35,13.2,11,8.3,-7.621813,42.96459,2007,25.2,1,3.89999999999998
9205,1.66,0.33,0,0.33,11.2,16,7.2,-7.495554,42.533369,2007,26.6,1,1.60000000000002
9206,2.08,0.3,0,0.3,11.8,15,7.2,-7.439164,42.621814,2007,29.4,2,6.19999999999993
9207,2.6,1.33,1,1.33,9.0,24,10.6,-7.827174,42.957144,2007,32.0,3,5.0
9208,2.15,2.3,1,2.3,9.0,10,10.6,-7.814185,42.944665,2007,32.0,1,5.0
9209,1.3,1.19,1,1.19,11.4,2,8.1,-7.232718,43.134997,2007,30.0,0,3.10000000000002
9210,1.4,1.5,0,1.5,12.5,13,7.8,-7.649158,43.248944,2007,27.4,5,3.39999999999998
9211,1.04,1.23,0,1.23,7.9,15,8.3,-7.88874,43.091419,2007,28.3,4,2.80000000000007
9212,1.0,3.01,1,3.01,2.4,20,14.7,-7.439475,43.516539,2007,24.0,3,3.30000000000007
9213,1.5,0.42,0,0.42,5.3,12,8.6,-7.550665,42.546012,2007,20.0,7,4.20000000000005
9214,1.5,1.5,0,1.5,12.0,19,9.2,-7.518563,43.111943,2007,24.3,6,3.10000000000002
9215,4.0,2.39,0,2.39,12.1,17,10.8,-7.784077,42.721452,2007,27.0,2,2.69999999999993
9216,1.5,1.05,0,1.05,11.5,17,8.9,-7.434085,42.542226,2007,25.4,4,2.39999999999998
9217,1.5,0.57,0,0.57,11.5,14,8.9,-7.020505,42.836895,2007,25.4,4,2.39999999999998
9218,1.1,1.59,0,1.59,11.5,29,8.9,-7.666324,43.581782,2007,25.4,6,2.39999999999998
9219,3.96,1.38,0,1.38,10.8,9,8.9,-7.724605,42.908564,2007,25.1,2,1.59999999999991
9220,2.0,1.1,0,1.1,11.1,6,11.4,-7.410588,43.238107,2007,23.2,1,2.40000000000009
9221,1.8,1.4,0,1.4,11.0,25,9.7,-7.757752,43.345451,2007,24.4,3,1.69999999999993
9222,1.0,1.34,0,1.34,10.9,12,7.5,-7.585473,42.712921,2007,26.2,1,3.10000000000002
9223,2.0,1.44,1,1.44,2.4,21,4.7,-7.191919,43.026114,2007,26.9,7,3.69999999999993
9224,3.3,1.47,0,1.47,7.6,14,9.2,-7.607692,42.891515,2007,27.2,2,4.20000000000005
9225,1.83,3.01,0,3.01,7.6,3,9.2,-7.419933,42.49007,2007,27.2,4,4.20000000000005
9226,1.14,0.48,0,0.48,9.0,8,8.6,-7.792216,42.805504,2007,19.0,1,2.5
9227,2.0,1.27,0,1.27,7.3,20,10.8,-7.296581,42.487096,2007,17.4,6,6.19999999999993
9228,1.62,1.21,0,1.21,7.3,13,10.8,-7.587148,42.698308,2007,17.4,2,6.19999999999993
9229,5.36,2.14,0,2.14,7.3,20,10.8,-7.940227,42.851806,2007,17.4,3,6.19999999999993
9230,2.0,1.14,0,1.14,10.8,17,7.5,-7.508394,43.262187,2007,22.5,2,6.0
9231,1.0,2.35,0,2.35,5.6,20,6.7,-6.907263,42.991069,2007,22.6,3,1.69999999999993
9232,2.0,2.45,0,2.45,7.7,10,5.6,-7.950229,42.859643,2007,24.4,1,2.29999999999995
9233,1.0,1.28,0,1.28,6.2,6,4.4,-7.703595,43.078413,2007,22.4,2,2.20000000000005
9234,1.0,1.13,0,1.13,7.9,4,4.2,-7.817369,42.785793,2007,24.4,1,2.69999999999993
9235,2.0,2.23,0,2.23,9.6,6,7.8,-7.950616,42.858485,2007,17.5,1,2.39999999999998
9236,2.0,2.35,0,2.35,6.9,16,4.2,-7.918212,42.763916,2007,18.2,2,2.60000000000002
9237,1.5,0.39,0,0.39,9.5,13,4.4,-7.094918,42.554379,2007,17.4,1,3.0
9238,3.3,3.21,0,3.21,7.3,19,10.0,-7.937962,42.79254,2007,16.0,3,2.20000000000005
9239,2.0,2.42,0,2.42,9.5,16,5.6,-7.638956,42.745511,2007,16.7,2,1.89999999999998
9240,2.0,3.33,0,3.33,6.5,20,7.2,-7.312709,42.518079,2007,14.2,3,1.79999999999995
9241,1.5,1.11,1,1.11,2.0,12,7.8,-7.520858,42.621997,2007,11.7,4,4.10000000000002
9242,1.9,1.4,0,1.4,1.1,4,4.7,-7.069754,42.20708,2007,16.0,0,2.80000000000007
9243,3.0,1.15,0,1.15,0.5,4,9.4,-7.185638,42.270302,2007,16.7,0,4.70000000000005
9244,1.0,1.0,0,1.0,5.5,8,3.1,-8.02761,42.114404,2007,16.0,0,5.29999999999995
9245,5.0,3.05,0,3.05,8.3,7,7.2,-7.185638,42.270302,2007,12.2,1,4.0
9246,1.2,0.25,1,0.25,5.1,7,11.7,-7.969382,42.055211,2007,18.2,1,6.39999999999998
9247,2.0,1.4,1,1.4,1.6,8,10.3,-8.180216,42.113543,2007,19.7,0,2.30000000000007
9248,2.0,0.35,0,0.35,8.9,6,4.2,-7.373615,42.389729,2007,23.1,0,4.10000000000002
9249,1.5,1.45,0,1.45,5.4,7,2.8,-7.272318,41.95351,2007,21.6,1,4.10000000000002
9250,2.7,2.15,0,2.15,5.4,5,2.8,-7.213416,41.923662,2007,21.6,0,4.10000000000002
9251,6.75,2.15,0,2.15,5.4,6,2.8,-8.149018,41.969725,2007,21.6,0,4.10000000000002
9252,10.0,3.25,0,3.25,7.9,13,6.7,-7.373615,42.389729,2007,23.9,2,5.89999999999998
9253,6.0,2.25,0,2.25,7.9,12,6.7,-8.026783,42.011805,2007,23.9,2,5.89999999999998
9254,1.0,1.0,0,1.0,7.9,5,6.7,-8.241844,42.304143,2007,23.9,1,5.89999999999998
9255,2.0,3.0,0,3.0,8.1,13,8.9,-7.430299,42.234061,2007,21.8,2,4.60000000000002
9256,3.0,3.05,0,3.05,8.1,12,8.9,-7.430299,42.234061,2007,21.8,2,4.60000000000002
9257,5.0,3.05,0,3.05,8.1,12,8.9,-7.430299,42.234061,2007,21.8,2,4.60000000000002
9258,1.0,3.05,0,3.05,8.1,12,8.9,-7.430299,42.234061,2007,21.8,2,4.60000000000002
9259,4.0,3.05,0,3.05,8.1,12,8.9,-7.430299,42.234061,2007,21.8,2,4.60000000000002
9260,2.0,1.55,0,1.55,8.7,13,8.3,-8.038309,42.062005,2007,22.0,2,6.40000000000009
9261,6.0,3.3,0,3.3,8.7,14,8.3,-7.395911,42.13759,2007,22.0,1,6.40000000000009
9262,10.0,2.17,0,2.17,8.7,13,8.3,-7.99867,41.916913,2007,22.0,2,6.40000000000009
9263,2.0,1.25,0,1.25,8.7,9,8.3,-7.399812,42.301985,2007,22.0,1,6.40000000000009
9264,3.0,1.4,0,1.4,4.6,10,11.9,-8.149018,41.969725,2007,11.9,1,3.60000000000002
9265,2.0,2.15,0,2.15,10.5,11,7.8,-8.064126,42.1039,2007,20.2,0,8.10000000000002
9266,3.5,3.25,0,3.25,10.5,9,7.8,-8.241844,42.304143,2007,20.2,1,8.10000000000002
9267,1.0,1.11,0,1.11,7.9,5,5.8,-7.376741,42.26263,2007,19.9,0,4.30000000000007
9268,1.0,0.4,0,0.4,7.9,10,5.8,-8.180009,42.150233,2007,19.9,1,4.30000000000007
9269,1.0,1.4,0,1.4,10.0,2,8.6,-7.864928,41.923595,2007,17.1,2,3.29999999999995
9270,1.0,1.0,0,1.0,10.9,13,8.3,-8.036682,41.961623,2007,22.3,1,5.5
9271,3.25,2.15,1,2.15,8.3,20,8.9,-7.395911,42.13759,2007,22.9,2,3.89999999999998
9272,1.5,1.18,1,1.18,6.5,7,6.4,-6.943747,42.357833,2007,21.0,0,4.10000000000002
9273,1.0,1.4,1,1.4,3.8,15,14.7,-8.089282,42.134301,2007,21.2,1,3.89999999999998
9274,3.0,1.55,0,1.55,10.6,11,7.8,-7.987553,42.565781,2007,25.0,1,4.60000000000002
9275,2.7,1.16,0,1.16,10.6,5,7.8,-7.527212,42.2711,2007,25.0,2,4.60000000000002
9276,9.0,1.58,0,1.58,11.1,20,6.9,-8.038309,42.062005,2007,26.8,3,3.90000000000009
9277,1.0,0.15,0,0.15,11.1,5,6.9,-7.708333,42.331895,2007,26.8,0,3.90000000000009
9278,1.01,1.1,0,1.1,11.8,8,6.9,-7.054949,42.194933,2007,28.4,1,5.19999999999993
9279,4.0,1.5,0,1.5,11.8,15,6.9,-7.204859,42.286446,2007,28.4,2,5.19999999999993
9280,2.0,1.05,0,1.05,11.8,6,6.9,-7.677147,42.163837,2007,28.4,1,5.19999999999993
9281,1.3,1.35,0,1.35,11.8,8,6.9,-8.206477,42.352428,2007,28.4,1,5.19999999999993
9282,2.5,1.2,0,1.2,10.2,6,8.1,-7.445781,42.367946,2007,29.3,1,5.10000000000002
9283,1.2,0.5,1,0.5,7.9,9,11.9,-7.185638,42.270302,2007,28.1,0,3.80000000000007
9284,3.0,1.45,1,1.45,7.9,23,11.9,-7.204859,42.286446,2007,28.1,5,3.80000000000007
9285,2.0,1.44,0,1.44,12.0,7,6.7,-7.085108,42.467646,2007,31.2,2,3.79999999999995
9286,1.5,0.4,0,0.4,8.5,6,9.2,-7.445781,42.367946,2007,30.7,1,2.70000000000005
9287,1.0,0.45,0,0.45,12.8,7,6.9,-7.369252,42.21825,2007,25.8,2,3.5
9288,2.5,2.2,0,2.2,10.2,19,5.3,-7.840463,42.388099,2007,27.9,6,3.39999999999998
9289,1.5,1.35,0,1.35,12.9,5,7.2,-7.33667,42.423349,2007,30.4,0,3.69999999999993
9290,4.5,1.4,0,1.4,12.8,9,10.6,-7.369252,42.21825,2007,31.4,0,6.79999999999995
9291,1.5,3.1,0,3.1,8.8,9,10.0,-7.019932,42.107328,2007,22.8,1,2.10000000000002
9292,7.0,0.55,0,0.55,0.0,2,9.2,-7.548691,42.188447,2007,15.4,1,3.5
9293,3.0,3.42,0,3.42,13.7,15,8.9,-7.877653,42.299896,2007,32.4,7,2.60000000000002
9294,1.5,1.14,0,1.14,13.3,13,6.4,-8.066345,42.360072,2007,36.5,4,4.0
9295,1.8,1.01,0,1.01,11.0,18,8.6,-8.15764,42.166787,2007,31.5,3,2.5
9296,1.6,2.3,0,2.3,12.5,31,5.6,-7.166428,42.214754,2007,35.9,2,5.0
9297,1.0,2.24,0,2.24,12.5,25,5.6,-7.233466,42.200623,2007,35.9,3,5.0
9298,1.0,2.55,0,2.55,12.5,19,5.6,-7.233385,42.200495,2007,35.9,3,5.0
9299,1.26,1.28,0,1.28,12.9,29,10.6,-7.237057,42.192564,2007,26.9,5,2.20000000000005
9300,1.0,0.47,0,0.47,12.8,6,6.1,-6.93745,42.360637,2007,36.0,3,4.39999999999998
9301,1.0,2.3,0,2.3,6.4,31,8.3,-6.910836,42.413666,2007,28.5,2,2.59999999999991
9302,1.0,1.04,0,1.04,6.4,13,8.3,-8.238113,42.30365,2007,28.5,6,2.59999999999991
9303,2.5,2.38,0,2.38,6.4,27,8.3,-7.608945,42.217391,2007,28.5,6,2.59999999999991
9304,1.0,1.1,0,1.1,6.7,21,9.7,-7.57859,42.039093,2007,25.4,7,2.09999999999991
9305,1.0,1.45,1,1.45,8.8,21,17.8,-7.191875,42.238736,2007,31.1,6,5.89999999999998
9306,4.4,1.37,0,1.37,11.9,23,6.4,-7.536786,41.89098,2007,30.8,3,5.5
9307,1.0,0.29,0,0.29,11.4,24,7.2,-7.591208,42.03833,2007,35.9,6,5.60000000000002
9308,1.5,0.4,0,0.4,11.4,20,7.2,-7.37343,42.254658,2007,35.9,4,5.60000000000002
9309,3.4,1.46,0,1.46,11.3,31,5.3,-7.04922,42.122861,2007,34.6,4,4.60000000000002
9310,1.68,2.08,0,2.08,9.6,11,5.0,-7.07968,42.126914,2007,34.4,2,3.79999999999995
9311,1.5,1.08,0,1.08,9.6,18,5.0,-7.190533,42.252187,2007,34.4,3,3.79999999999995
9312,1.0,0.51,0,0.51,10.8,1,7.2,-6.922331,42.421079,2007,33.5,2,4.0
9313,1.5,2.23,0,2.23,10.3,4,6.4,-6.789572,42.351766,2007,32.6,2,3.29999999999995
9314,1.5,0.59,0,0.59,10.3,10,6.4,-7.456888,41.891699,2007,32.6,3,3.29999999999995
9315,1.5,1.09,0,1.09,10.3,11,6.4,-7.284004,42.393385,2007,32.6,2,3.29999999999995
9316,2.61,1.51,0,1.51,10.3,21,6.4,-7.605757,41.982371,2007,32.6,3,3.29999999999995
9317,1.5,2.2,0,2.2,10.7,3,4.7,-7.881099,41.907785,2007,33.5,2,5.29999999999995
9318,1.5,1.5,1,1.5,4.4,9,8.9,-6.978088,42.195441,2007,26.4,1,4.89999999999998
9319,3.0,3.3,0,3.3,6.2,27,8.6,-7.61818,42.324963,2007,25.4,3,3.29999999999995
9320,1.5,0.35,0,0.35,7.9,6,4.4,-7.369832,42.41011,2007,30.8,1,5.10000000000002
9321,1.2,1.04,0,1.04,7.8,6,10.0,-7.165937,42.21037,2007,28.0,0,3.69999999999993
9322,1.0,1.18,0,1.18,10.3,5,9.2,-8.042945,42.542131,2007,23.7,2,4.10000000000002
9323,1.4,2.43,0,2.43,10.3,13,9.2,-7.047096,42.443401,2007,23.7,2,4.10000000000002
9324,1.0,0.42,0,0.42,10.5,16,9.2,-7.845436,42.284337,2007,24.2,4,6.59999999999991
9325,1.2,2.15,1,2.15,9.8,25,9.7,-7.958836,42.360344,2007,27.0,5,6.10000000000002
9326,5.0,2.37,1,2.37,0.0,30,10.6,-8.114618,42.444454,2007,19.6,5,2.5
9327,1.5,1.12,1,1.12,0.0,16,10.6,-7.629444,42.015359,2007,19.6,3,2.5
9328,1.9,0.25,0,0.25,5.9,7,4.2,-7.67477,42.023546,2007,26.3,1,4.19999999999993
9329,2.0,1.53,0,1.53,9.3,31,4.7,-8.122999,42.444284,2007,27.4,2,3.5
9330,4.6,1.24,0,1.24,9.5,13,6.1,-7.199362,42.316358,2007,27.4,3,3.0
9331,1.0,1.37,0,1.37,9.5,6,6.1,-7.164022,42.151386,2007,27.4,1,3.0
9332,1.5,2.25,0,2.25,9.5,18,6.1,-7.08476,42.218805,2007,27.4,1,3.0
9333,1.5,1.15,1,1.15,0.5,4,4.2,-8.153987,42.476416,2007,22.3,0,4.40000000000009
9334,3.0,1.5,1,1.5,0.5,26,4.2,-7.807575,42.117903,2007,22.3,2,4.40000000000009
9335,1.2,2.55,1,2.55,0.5,9,4.2,-7.112954,42.201693,2007,22.3,0,4.40000000000009
9336,2.0,1.1,1,1.1,0.5,24,4.2,-7.839762,42.140596,2007,22.3,3,4.40000000000009
9337,2.5,0.45,1,0.45,0.5,5,4.2,-7.71205,42.041254,2007,22.3,1,4.40000000000009
9338,2.0,1.29,0,1.29,8.9,18,5.0,-7.164633,42.152873,2007,21.2,1,2.5
9339,1.0,0.5,0,0.5,8.9,8,10.0,-8.443132,42.238453,2007,20.2,2,4.70000000000005
9340,7.9,1.25,0,1.25,11.4,6,8.3,-8.29985,42.640214,2007,20.2,1,3.39999999999998
9341,1.2,1.4,0,1.4,11.4,12,8.3,-8.791616,41.958657,2007,20.2,2,3.39999999999998
9342,2.6,1.25,1,1.25,1.7,21,4.7,-7.972032,42.843965,2007,19.4,4,0.0
9343,1.0,1.2,0,1.2,13.5,8,10.0,-8.57639,42.089868,2007,25.5,3,4.20000000000005
9344,1.5,0.5,1,0.5,2.5,23,7.8,-8.578481,42.073547,2007,24.2,5,1.20000000000005
9345,2.8,2.28,0,2.28,13.4,31,6.7,-8.210376,42.15213,2007,32.5,2,2.79999999999995
9346,2.8,3.05,0,3.05,13.0,22,10.0,-8.578193,42.080499,2007,26.5,5,2.69999999999993
9347,1.9,1.2,0,1.2,9.6,22,10.6,-8.555175,42.064794,2007,22.2,6,2.09999999999991
9348,1.3,1.08,0,1.08,12.5,18,9.2,-8.234373,42.730697,2007,27.5,5,3.0
9349,2.5,2.48,0,2.48,12.0,30,7.2,-8.790458,42.453472,2007,30.5,6,2.60000000000002
9350,1.9,1.47,0,1.47,12.0,15,4.7,-8.261869,42.671981,2007,33.0,4,3.0
9351,1.0,1.44,1,1.44,3.4,16,4.4,-8.25122,42.643131,2007,26.2,1,2.0
9352,2.44,2.33,0,2.33,11.6,11,6.1,-8.047223,42.801588,2007,24.9,4,2.20000000000005
9353,1.27,2.19,0,2.19,11.6,25,6.1,-8.052387,42.792571,2007,24.9,3,2.20000000000005
9354,2.5,3.37,0,3.37,11.6,24,4.7,-8.237174,42.827028,2007,28.5,4,1.0
9355,2.1,1.12,0,1.12,11.3,33,11.9,-8.484314,42.272878,2007,21.3,7,3.20000000000005
9356,2.0,1.41,0,1.41,9.1,24,6.4,-8.283915,42.51391,2007,20.5,3,2.0
9357,1.0,1.39,0,1.39,9.1,26,6.4,-8.462175,42.128108,2007,20.5,2,2.0
9358,1.5,2.1,0,2.1,3.7,7,5.3,-8.292298,42.621013,2007,19.9,2,2.69999999999993
9359,1.72,1.1,0,1.1,6.0,27,8.6,-8.797641,42.26578,2007,18.4,1,2.30000000000007
